Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country
Closed,1245,Medium,Phone,Network Issue,Security,Abdullah Al-Rashid,27-05-2024 15.08,27-05-2024 18.08,27-05-2024 15.53,27-05-2024 15.46,Met,27-05-2024 17.57,Met,27-05-2024 18.01,5,Satisfied,Network,L3,Kuwait
Resolved,1246,Low,Chat,Software Bug,Development,Hassan Al-Hamdan,13-04-2024 12.37,13-04-2024 16.37,13-04-2024 13.37,13-04-2024 13.28,Met,13-04-2024 16.31,Met,13-04-2024 16.33,5,Dissatisfied,Network,L3,Oman
Resolved,1247,High,Email,Access Request,Development,Omar Al-Salem,27-05-2024 14.05,27-05-2024 16.05,27-05-2024 14.35,27-05-2024 14.33,Met,27-05-2024 15.51,Met,27-05-2024 15.51,1,Neutral,Software,L3,Oman
Open,1248,Low,Portal,Access Request,Network Ops,Yousef Al-Khalifa,02-08-2024 23.35,03-08-2024 3.35,03-08-2024 0.35,03-08-2024 0.27,Met,03-08-2024 3.29,Met,03-08-2024 3.29,3,Neutral,Network,L3,Saudi Arabia
In Progress,1249,Critical,Portal,Access Request,Network Ops,Saif Al-Rashid,03-08-2024 14.19,03-08-2024 15.19,03-08-2024 14.29,03-08-2024 14.21,Met,03-08-2024 15.04,Met,03-08-2024 15.04,4,Neutral,Cloud,L1,Qatar
Closed,1250,Critical,Portal,General Inquiry,Customer Service,Khalid Al-Rashid,09-07-2024 21.56,09-07-2024 22.56,09-07-2024 22.06,09-07-2024 22.01,Met,09-07-2024 22.38,Met,09-07-2024 22.42,1,Satisfied,Cloud,L1,Kuwait
Closed,1251,Medium,Portal,General Inquiry,Security,Fahad Al-Farsi,13-07-2024 0.21,13-07-2024 3.21,13-07-2024 1.06,13-07-2024 0.58,Met,13-07-2024 3.03,Met,13-07-2024 3.07,1,Dissatisfied,Software,L2,Qatar
Open,1252,Medium,Chat,Access Request,Development,Hassan Al-Rashid,23-05-2024 6.10,23-05-2024 9.10,23-05-2024 6.55,23-05-2024 6.47,Met,23-05-2024 8.58,Met,23-05-2024 9.03,3,Neutral,Network,L3,Qatar
Closed,1253,Medium,Portal,Software Bug,Network Ops,Khalid Al-Rashid,29-06-2024 17.20,29-06-2024 20.20,29-06-2024 18.05,29-06-2024 18.03,Met,29-06-2024 20.09,Met,29-06-2024 20.13,1,Neutral,Network,L2,UAE
Open,1254,Low,Email,General Inquiry,Network Ops,Fahad Al-Farsi,27-05-2024 17.30,27-05-2024 21.30,27-05-2024 18.30,27-05-2024 18.27,Met,27-05-2024 21.17,Met,27-05-2024 21.20,2,Neutral,Hardware,L1,UAE
Closed,1255,High,Chat,Hardware Failure,Network Ops,Ahmed Al-Salem,06-07-2024 10.44,06-07-2024 12.44,06-07-2024 11.14,06-07-2024 11.06,Met,06-07-2024 12.26,Met,06-07-2024 12.27,4,Dissatisfied,Cloud,L1,Bahrain
New,1256,Low,Phone,Software Bug,Security,Mohammed Al-Rashid,01-06-2024 16.14,01-06-2024 20.14,01-06-2024 17.14,01-06-2024 17.11,Met,01-06-2024 20.08,Met,01-06-2024 20.13,3,Neutral,Network,L3,Saudi Arabia
New,1257,Low,Email,Network Issue,Development,Fahad Al-Farsi,28-06-2024 23.46,29-06-2024 3.46,29-06-2024 0.46,29-06-2024 0.42,Met,29-06-2024 3.35,Met,29-06-2024 3.38,4,Neutral,Network,L3,Oman
Open,1258,High,Email,Network Issue,Security,Abdullah Al-Rashid,25-04-2024 2.45,25-04-2024 4.45,25-04-2024 3.15,25-04-2024 3.08,Met,25-04-2024 4.37,Met,25-04-2024 4.38,2,Satisfied,Hardware,L3,Oman
New,1259,High,Phone,Hardware Failure,IT Support,Mohammed Al-Hamdan,05-04-2024 22.14,06-04-2024 0.14,05-04-2024 22.44,05-04-2024 22.42,Met,05-04-2024 23.57,Met,06-04-2024 0.00,2,Dissatisfied,Cloud,L3,UAE
Open,1260,Critical,Portal,Software Bug,Security,Mohammed Al-Rashid,14-04-2024 8.42,14-04-2024 9.42,14-04-2024 8.52,14-04-2024 8.45,Met,14-04-2024 9.41,Met,14-04-2024 9.42,1,Satisfied,Network,L2,Bahrain
New,1261,Critical,Chat,Network Issue,Network Ops,Ali Al-Khalifa,11-05-2024 8.15,11-05-2024 9.15,11-05-2024 8.25,11-05-2024 8.19,Met,11-05-2024 9.02,Met,11-05-2024 9.02,5,Neutral,Network,L2,Qatar
Open,1262,Low,Email,Software Bug,Development,Fahad Al-Rashid,18-07-2024 17.14,18-07-2024 21.14,18-07-2024 18.14,18-07-2024 18.05,Met,18-07-2024 21.07,Met,18-07-2024 21.10,3,Satisfied,Network,L1,UAE
New,1263,Low,Chat,Software Bug,Network Ops,Abdullah Al-Mansoori,28-07-2024 15.27,28-07-2024 19.27,28-07-2024 16.27,28-07-2024 16.25,Met,28-07-2024 19.21,Met,28-07-2024 19.21,4,Dissatisfied,Cloud,L3,UAE
Resolved,1264,Medium,Portal,Access Request,Customer Service,Abdullah Al-Mansoori,10-04-2024 1.43,10-04-2024 4.43,10-04-2024 2.28,10-04-2024 2.39,Not Met,10-04-2024 4.29,Met,10-04-2024 4.30,3,Dissatisfied,Hardware,L3,Qatar
Resolved,1265,Medium,Portal,Network Issue,Security,Mohammed Al-Hamdan,20-04-2024 17.31,20-04-2024 20.31,20-04-2024 18.16,20-04-2024 18.10,Met,20-04-2024 20.28,Met,20-04-2024 20.32,3,Dissatisfied,Network,L2,Bahrain
Open,1266,Low,Chat,General Inquiry,IT Support,Omar Al-Salem,25-06-2024 16.25,25-06-2024 20.25,25-06-2024 17.25,25-06-2024 17.17,Met,25-06-2024 20.22,Met,25-06-2024 20.27,3,Neutral,Hardware,L3,Kuwait
In Progress,1267,Medium,Phone,Network Issue,Customer Service,Mohammed Al-Rashid,09-04-2024 19.51,09-04-2024 22.51,09-04-2024 20.36,09-04-2024 20.36,Met,09-04-2024 22.44,Met,09-04-2024 22.45,1,Satisfied,Network,L3,Saudi Arabia
Open,1268,Critical,Phone,Hardware Failure,Development,Saif Al-Rashid,08-07-2024 5.12,08-07-2024 6.12,08-07-2024 5.22,08-07-2024 5.19,Met,08-07-2024 6.11,Met,08-07-2024 6.12,3,Satisfied,Hardware,L2,Bahrain
Closed,1269,High,Portal,Software Bug,Network Ops,Mohammed Al-Hamdan,06-06-2024 17.17,06-06-2024 19.17,06-06-2024 17.47,06-06-2024 17.47,Met,06-06-2024 19.09,Met,06-06-2024 19.13,4,Dissatisfied,Hardware,L3,Bahrain
Closed,1270,Medium,Phone,General Inquiry,Customer Service,Ali Al-Khalifa,08-08-2024 21.49,09-08-2024 0.49,08-08-2024 22.34,08-08-2024 22.32,Met,09-08-2024 0.47,Met,09-08-2024 0.47,1,Satisfied,Hardware,L2,Saudi Arabia
Resolved,1271,Medium,Chat,Network Issue,Development,Ahmed Al-Nasser,15-05-2024 10.49,15-05-2024 13.49,15-05-2024 11.34,15-05-2024 11.24,Met,15-05-2024 13.48,Met,15-05-2024 13.49,2,Neutral,Cloud,L2,UAE
Closed,1272,Medium,Email,Hardware Failure,Development,Abdullah Al-Farsi,16-05-2024 11.24,16-05-2024 14.24,16-05-2024 12.09,16-05-2024 12.03,Met,16-05-2024 14.19,Met,16-05-2024 14.19,3,Neutral,Hardware,L3,UAE
In Progress,1273,Medium,Email,Network Issue,Development,Mohammed Al-Hamdan,06-06-2024 1.53,06-06-2024 4.53,06-06-2024 2.38,06-06-2024 2.37,Met,06-06-2024 4.45,Met,06-06-2024 4.50,5,Satisfied,Software,L1,Saudi Arabia
In Progress,1274,Critical,Chat,Access Request,Development,Ahmed Al-Salem,16-07-2024 6.51,16-07-2024 7.51,16-07-2024 7.01,16-07-2024 6.59,Met,16-07-2024 7.51,Met,16-07-2024 7.51,4,Satisfied,Cloud,L3,Qatar
Resolved,1275,Medium,Chat,General Inquiry,Development,Saif Al-Khalifa,24-06-2024 1.30,24-06-2024 4.30,24-06-2024 2.15,24-06-2024 2.11,Met,24-06-2024 4.11,Met,24-06-2024 4.16,2,Satisfied,Network,L2,Saudi Arabia
In Progress,1276,Low,Portal,Network Issue,Customer Service,Yousef Al-Khalifa,03-05-2024 6.41,03-05-2024 10.41,03-05-2024 7.41,03-05-2024 7.41,Met,03-05-2024 10.23,Met,03-05-2024 10.25,5,Dissatisfied,Software,L3,Qatar
New,1277,High,Email,Access Request,Development,Saif Al-Rashid,05-04-2024 23.21,06-04-2024 1.21,05-04-2024 23.51,05-04-2024 23.44,Met,06-04-2024 1.08,Met,06-04-2024 1.11,3,Neutral,Software,L1,Kuwait
Closed,1278,Critical,Phone,Access Request,IT Support,Omar Al-Mansoori,25-06-2024 2.28,25-06-2024 3.28,25-06-2024 2.38,25-06-2024 2.36,Met,25-06-2024 3.15,Met,25-06-2024 3.19,5,Satisfied,Software,L1,Kuwait
Open,1279,High,Portal,Software Bug,Customer Service,Fahad Al-Farsi,02-04-2024 11.48,02-04-2024 13.48,02-04-2024 12.18,02-04-2024 12.10,Met,02-04-2024 13.31,Met,02-04-2024 13.31,1,Satisfied,Cloud,L1,Bahrain
In Progress,1280,Low,Email,General Inquiry,Customer Service,Fahad Al-Rashid,04-06-2024 8.35,04-06-2024 12.35,04-06-2024 9.35,04-06-2024 9.34,Met,04-06-2024 12.17,Met,04-06-2024 12.20,4,Neutral,Hardware,L3,Bahrain
Open,1281,Critical,Portal,Hardware Failure,Network Ops,Abdullah Al-Rashid,24-06-2024 0.54,24-06-2024 1.54,24-06-2024 1.04,24-06-2024 0.55,Met,24-06-2024 1.34,Met,24-06-2024 1.35,3,Neutral,Hardware,L2,Kuwait
Open,1282,Medium,Chat,Hardware Failure,Customer Service,Saif Al-Khalifa,29-05-2024 12.27,29-05-2024 15.27,29-05-2024 13.12,29-05-2024 13.02,Met,29-05-2024 15.27,Met,29-05-2024 15.31,3,Neutral,Software,L1,UAE
Resolved,1283,Critical,Chat,Software Bug,IT Support,Saif Al-Khalifa,17-07-2024 11.15,17-07-2024 12.15,17-07-2024 11.25,17-07-2024 11.17,Met,17-07-2024 12.02,Met,17-07-2024 12.04,2,Dissatisfied,Software,L1,Kuwait
Resolved,1284,Medium,Email,Hardware Failure,Development,Hassan Al-Hamdan,01-07-2024 15.53,01-07-2024 18.53,01-07-2024 16.38,01-07-2024 16.46,Not Met,01-07-2024 18.50,Met,01-07-2024 18.55,2,Satisfied,Software,L1,Kuwait
New,1285,Critical,Portal,General Inquiry,Security,Ali Al-Khalifa,25-04-2024 2.28,25-04-2024 3.28,25-04-2024 2.38,25-04-2024 2.30,Met,25-04-2024 3.26,Met,25-04-2024 3.29,3,Satisfied,Network,L2,UAE
New,1286,Medium,Chat,Hardware Failure,IT Support,Omar Al-Salem,18-07-2024 10.47,18-07-2024 13.47,18-07-2024 11.32,18-07-2024 11.26,Met,18-07-2024 13.30,Met,18-07-2024 13.34,2,Neutral,Cloud,L2,Bahrain
New,1287,Critical,Chat,Network Issue,Customer Service,Ali Al-Khalifa,10-07-2024 8.46,10-07-2024 9.46,10-07-2024 8.56,10-07-2024 8.53,Met,10-07-2024 9.32,Met,10-07-2024 9.37,3,Dissatisfied,Software,L3,Saudi Arabia
Open,1288,High,Chat,General Inquiry,Customer Service,Ali Al-Khalifa,20-06-2024 5.05,20-06-2024 7.05,20-06-2024 5.35,20-06-2024 5.32,Met,20-06-2024 6.55,Met,20-06-2024 6.57,4,Satisfied,Software,L3,Qatar
Resolved,1289,High,Email,Access Request,Development,Khalid Al-Farsi,01-06-2024 3.53,01-06-2024 5.53,01-06-2024 4.23,01-06-2024 4.21,Met,01-06-2024 5.51,Met,01-06-2024 5.55,5,Satisfied,Cloud,L1,Qatar
In Progress,1290,High,Portal,Network Issue,Security,Hassan Al-Hamdan,07-04-2024 22.49,08-04-2024 0.49,07-04-2024 23.19,07-04-2024 23.12,Met,08-04-2024 0.41,Met,08-04-2024 0.46,5,Dissatisfied,Software,L1,Oman
Open,1291,High,Phone,Access Request,Network Ops,Yousef Al-Khalifa,25-05-2024 0.02,25-05-2024 2.02,25-05-2024 0.32,25-05-2024 0.24,Met,25-05-2024 1.48,Met,25-05-2024 1.53,2,Neutral,Hardware,L3,Bahrain
In Progress,1292,Medium,Email,Network Issue,IT Support,Mohammed Al-Rashid,16-05-2024 4.04,16-05-2024 7.04,16-05-2024 4.49,16-05-2024 4.47,Met,16-05-2024 6.44,Met,16-05-2024 6.48,3,Dissatisfied,Software,L2,Oman
Resolved,1293,Low,Portal,Network Issue,Network Ops,Abdullah Al-Rashid,22-05-2024 9.46,22-05-2024 13.46,22-05-2024 10.46,22-05-2024 10.57,Not Met,22-05-2024 13.33,Met,22-05-2024 13.35,4,Neutral,Network,L2,Kuwait
Open,1294,High,Chat,Software Bug,Development,Ali Al-Khalifa,10-08-2024 15.27,10-08-2024 17.27,10-08-2024 15.57,10-08-2024 15.56,Met,10-08-2024 17.17,Met,10-08-2024 17.22,3,Satisfied,Cloud,L1,Kuwait
In Progress,1295,High,Phone,Software Bug,Development,Yousef Al-Khalifa,28-04-2024 13.57,28-04-2024 15.57,28-04-2024 14.27,28-04-2024 14.19,Met,28-04-2024 15.44,Met,28-04-2024 15.46,5,Neutral,Hardware,L2,Kuwait
Resolved,1296,Critical,Portal,Hardware Failure,Network Ops,Hassan Al-Rashid,02-06-2024 18.41,02-06-2024 19.41,02-06-2024 18.51,02-06-2024 18.49,Met,02-06-2024 19.39,Met,02-06-2024 19.43,1,Satisfied,Network,L3,Qatar
New,1297,Low,Email,Hardware Failure,Development,Omar Al-Mansoori,21-04-2024 22.10,22-04-2024 2.10,21-04-2024 23.10,21-04-2024 23.21,Not Met,22-04-2024 1.59,Met,22-04-2024 1.59,2,Satisfied,Software,L1,Saudi Arabia
Open,1298,Low,Chat,Hardware Failure,Network Ops,Yousef Al-Sabah,29-04-2024 12.43,29-04-2024 16.43,29-04-2024 13.43,29-04-2024 13.40,Met,29-04-2024 16.41,Met,29-04-2024 16.43,2,Dissatisfied,Cloud,L1,Oman
Closed,1299,Low,Portal,General Inquiry,Network Ops,Saif Al-Rashid,23-05-2024 7.56,23-05-2024 11.56,23-05-2024 8.56,23-05-2024 8.54,Met,23-05-2024 11.48,Met,23-05-2024 11.48,2,Satisfied,Hardware,L3,Oman
New,1300,Medium,Portal,Access Request,IT Support,Fahad Al-Farsi,20-04-2024 20.29,20-04-2024 23.29,20-04-2024 21.14,20-04-2024 21.08,Met,20-04-2024 23.13,Met,20-04-2024 23.16,4,Satisfied,Cloud,L2,Bahrain
Open,1301,Low,Phone,Access Request,Customer Service,Saif Al-Khalifa,13-04-2024 2.19,13-04-2024 6.19,13-04-2024 3.19,13-04-2024 3.10,Met,13-04-2024 6.16,Met,13-04-2024 6.16,3,Neutral,Hardware,L1,Oman
Open,1302,Critical,Email,General Inquiry,Security,Ahmed Al-Nasser,14-06-2024 12.32,14-06-2024 13.32,14-06-2024 12.42,14-06-2024 12.36,Met,14-06-2024 13.26,Met,14-06-2024 13.29,3,Neutral,Hardware,L2,Kuwait
Closed,1303,Medium,Phone,Network Issue,Network Ops,Saif Al-Khalifa,13-07-2024 0.56,13-07-2024 3.56,13-07-2024 1.41,13-07-2024 1.36,Met,13-07-2024 3.56,Met,13-07-2024 3.57,2,Neutral,Software,L3,Bahrain
Open,1304,Medium,Phone,Software Bug,Development,Ali Al-Khalifa,13-07-2024 1.42,13-07-2024 4.42,13-07-2024 2.27,13-07-2024 2.18,Met,13-07-2024 4.42,Met,13-07-2024 4.42,2,Dissatisfied,Hardware,L1,Oman
Open,1305,Low,Email,Access Request,IT Support,Hassan Al-Hamdan,23-04-2024 13.43,23-04-2024 17.43,23-04-2024 14.43,23-04-2024 14.35,Met,23-04-2024 17.42,Met,23-04-2024 17.42,3,Dissatisfied,Hardware,L3,Oman
Open,1306,Medium,Email,Network Issue,Customer Service,Khalid Al-Farsi,07-04-2024 20.16,07-04-2024 23.16,07-04-2024 21.01,07-04-2024 20.56,Met,07-04-2024 22.58,Met,07-04-2024 22.59,5,Satisfied,Software,L2,Bahrain
Open,1307,High,Portal,Access Request,Development,Saif Al-Khalifa,18-04-2024 19.26,18-04-2024 21.26,18-04-2024 19.56,18-04-2024 19.47,Met,18-04-2024 21.08,Met,18-04-2024 21.09,3,Satisfied,Cloud,L3,UAE
In Progress,1308,High,Portal,Network Issue,IT Support,Fahad Al-Rashid,17-04-2024 14.59,17-04-2024 16.59,17-04-2024 15.29,17-04-2024 15.23,Met,17-04-2024 16.40,Met,17-04-2024 16.40,4,Satisfied,Hardware,L3,Qatar
Resolved,1309,Low,Portal,Network Issue,IT Support,Abdullah Al-Rashid,02-08-2024 6.59,02-08-2024 10.59,02-08-2024 7.59,02-08-2024 7.52,Met,02-08-2024 10.42,Met,02-08-2024 10.47,4,Dissatisfied,Software,L1,Qatar
Resolved,1310,High,Email,Access Request,Development,Omar Al-Mansoori,01-05-2024 12.02,01-05-2024 14.02,01-05-2024 12.32,01-05-2024 12.22,Met,01-05-2024 13.51,Met,01-05-2024 13.52,4,Satisfied,Network,L2,Qatar
Closed,1311,Low,Phone,Software Bug,Security,Ahmed Al-Nasser,19-06-2024 15.12,19-06-2024 19.12,19-06-2024 16.12,19-06-2024 16.11,Met,19-06-2024 19.07,Met,19-06-2024 19.08,4,Satisfied,Hardware,L3,Oman
Open,1312,Low,Chat,Network Issue,Network Ops,Mohammed Al-Rashid,16-06-2024 8.05,16-06-2024 12.05,16-06-2024 9.05,16-06-2024 9.02,Met,16-06-2024 12.01,Met,16-06-2024 12.05,4,Satisfied,Network,L2,Oman
Open,1313,Low,Email,Access Request,IT Support,Fahad Al-Rashid,02-06-2024 15.52,02-06-2024 19.52,02-06-2024 16.52,02-06-2024 16.44,Met,02-06-2024 19.39,Met,02-06-2024 19.44,1,Satisfied,Hardware,L1,Kuwait
In Progress,1314,Low,Portal,General Inquiry,Customer Service,Hassan Al-Rashid,22-07-2024 15.28,22-07-2024 19.28,22-07-2024 16.28,22-07-2024 16.27,Met,22-07-2024 19.27,Met,22-07-2024 19.29,1,Satisfied,Network,L1,UAE
Closed,1315,Low,Phone,General Inquiry,Development,Hassan Al-Hamdan,15-06-2024 11.45,15-06-2024 15.45,15-06-2024 12.45,15-06-2024 12.38,Met,15-06-2024 15.25,Met,15-06-2024 15.28,3,Dissatisfied,Software,L3,UAE
New,1316,Critical,Email,Network Issue,IT Support,Abdullah Al-Rashid,13-07-2024 9.06,13-07-2024 10.06,13-07-2024 9.16,13-07-2024 9.13,Met,13-07-2024 10.03,Met,13-07-2024 10.08,2,Neutral,Cloud,L1,Qatar
In Progress,1317,High,Phone,Software Bug,Network Ops,Hassan Al-Rashid,30-07-2024 8.28,30-07-2024 10.28,30-07-2024 8.58,30-07-2024 8.51,Met,30-07-2024 10.15,Met,30-07-2024 10.18,2,Satisfied,Hardware,L3,Qatar
In Progress,1318,Medium,Email,Access Request,Customer Service,Abdullah Al-Rashid,08-04-2024 3.35,08-04-2024 6.35,08-04-2024 4.20,08-04-2024 4.13,Met,08-04-2024 6.20,Met,08-04-2024 6.23,3,Satisfied,Software,L1,Kuwait
In Progress,1319,High,Portal,General Inquiry,Development,Fahad Al-Farsi,23-04-2024 0.19,23-04-2024 2.19,23-04-2024 0.49,23-04-2024 0.45,Met,23-04-2024 2.12,Met,23-04-2024 2.14,5,Dissatisfied,Network,L3,Bahrain
Open,1320,Critical,Chat,Access Request,Customer Service,Ali Al-Khalifa,22-05-2024 13.16,22-05-2024 14.16,22-05-2024 13.26,22-05-2024 13.20,Met,22-05-2024 14.15,Met,22-05-2024 14.16,5,Dissatisfied,Hardware,L3,Saudi Arabia
Open,1321,Medium,Portal,Hardware Failure,IT Support,Omar Al-Salem,20-06-2024 22.16,21-06-2024 1.16,20-06-2024 23.01,20-06-2024 22.59,Met,21-06-2024 0.56,Met,21-06-2024 1.01,1,Satisfied,Cloud,L3,Qatar
In Progress,1322,Medium,Email,Network Issue,Customer Service,Yousef Al-Sabah,21-04-2024 1.54,21-04-2024 4.54,21-04-2024 2.39,21-04-2024 2.31,Met,21-04-2024 4.46,Met,21-04-2024 4.49,1,Satisfied,Network,L1,Oman
In Progress,1323,High,Portal,Access Request,Customer Service,Hassan Al-Rashid,19-06-2024 5.55,19-06-2024 7.55,19-06-2024 6.25,19-06-2024 6.24,Met,19-06-2024 7.41,Met,19-06-2024 7.46,2,Dissatisfied,Software,L2,Kuwait
Open,1324,Low,Phone,Hardware Failure,Customer Service,Yousef Al-Sabah,04-07-2024 6.22,04-07-2024 10.22,04-07-2024 7.22,04-07-2024 7.14,Met,04-07-2024 10.12,Met,04-07-2024 10.12,2,Neutral,Software,L3,Qatar
Resolved,1325,High,Chat,Network Issue,Customer Service,Mohammed Al-Rashid,27-07-2024 15.49,27-07-2024 17.49,27-07-2024 16.19,27-07-2024 16.12,Met,27-07-2024 17.49,Met,27-07-2024 17.49,1,Dissatisfied,Hardware,L3,Saudi Arabia
In Progress,1326,Low,Portal,Hardware Failure,Customer Service,Hassan Al-Rashid,16-05-2024 19.45,16-05-2024 23.45,16-05-2024 20.45,16-05-2024 20.42,Met,16-05-2024 23.25,Met,16-05-2024 23.26,3,Satisfied,Network,L3,Saudi Arabia
Closed,1327,Critical,Chat,Access Request,Network Ops,Khalid Al-Rashid,09-07-2024 5.31,09-07-2024 6.31,09-07-2024 5.41,09-07-2024 5.38,Met,09-07-2024 6.26,Met,09-07-2024 6.29,1,Neutral,Network,L3,Kuwait
Open,1328,Medium,Portal,Access Request,Development,Ahmed Al-Salem,07-08-2024 3.28,07-08-2024 6.28,07-08-2024 4.13,07-08-2024 4.07,Met,07-08-2024 6.22,Met,07-08-2024 6.25,2,Dissatisfied,Cloud,L3,Kuwait
Closed,1329,Critical,Phone,Access Request,Customer Service,Saif Al-Khalifa,27-05-2024 1.50,27-05-2024 2.50,27-05-2024 2.00,27-05-2024 1.54,Met,27-05-2024 2.39,Met,27-05-2024 2.41,4,Neutral,Hardware,L2,UAE
Resolved,1330,Medium,Phone,Software Bug,Security,Saif Al-Khalifa,06-08-2024 18.12,06-08-2024 21.12,06-08-2024 18.57,06-08-2024 18.57,Met,06-08-2024 20.52,Met,06-08-2024 20.57,3,Satisfied,Cloud,L2,UAE
New,1331,High,Email,Network Issue,Security,Khalid Al-Farsi,09-05-2024 9.27,09-05-2024 11.27,09-05-2024 9.57,09-05-2024 9.48,Met,09-05-2024 11.27,Met,09-05-2024 11.27,1,Dissatisfied,Network,L2,Kuwait
Open,1332,Low,Phone,Software Bug,Security,Abdullah Al-Rashid,07-07-2024 23.23,08-07-2024 3.23,08-07-2024 0.23,08-07-2024 0.22,Met,08-07-2024 3.10,Met,08-07-2024 3.15,5,Satisfied,Network,L1,Saudi Arabia
Closed,1333,Critical,Email,Hardware Failure,Customer Service,Omar Al-Mansoori,20-06-2024 19.33,20-06-2024 20.33,20-06-2024 19.43,20-06-2024 19.41,Met,20-06-2024 20.21,Met,20-06-2024 20.23,5,Neutral,Network,L2,Kuwait
Closed,1334,Medium,Chat,Network Issue,Security,Yousef Al-Khalifa,27-04-2024 21.37,28-04-2024 0.37,27-04-2024 22.22,27-04-2024 22.19,Met,28-04-2024 0.33,Met,28-04-2024 0.34,2,Neutral,Cloud,L2,UAE
Open,1335,Low,Chat,Software Bug,Security,Khalid Al-Farsi,21-04-2024 2.05,21-04-2024 6.05,21-04-2024 3.05,21-04-2024 2.56,Met,21-04-2024 5.47,Met,21-04-2024 5.52,3,Dissatisfied,Hardware,L2,Oman
New,1336,Medium,Email,Access Request,Network Ops,Khalid Al-Farsi,30-05-2024 14.35,30-05-2024 17.35,30-05-2024 15.20,30-05-2024 15.15,Met,30-05-2024 17.19,Met,30-05-2024 17.19,1,Neutral,Network,L3,UAE
Resolved,1337,Low,Chat,General Inquiry,IT Support,Mohammed Al-Rashid,21-04-2024 5.33,21-04-2024 9.33,21-04-2024 6.33,21-04-2024 6.39,Not Met,21-04-2024 9.22,Met,21-04-2024 9.27,3,Dissatisfied,Network,L1,Saudi Arabia
In Progress,1338,Medium,Phone,General Inquiry,Customer Service,Abdullah Al-Mansoori,18-04-2024 20.52,18-04-2024 23.52,18-04-2024 21.37,18-04-2024 21.36,Met,18-04-2024 23.45,Met,18-04-2024 23.46,3,Satisfied,Hardware,L1,Oman
New,1339,High,Phone,Hardware Failure,Development,Mohammed Al-Hamdan,16-06-2024 10.30,16-06-2024 12.30,16-06-2024 11.00,16-06-2024 10.55,Met,16-06-2024 12.15,Met,16-06-2024 12.16,3,Satisfied,Network,L1,Kuwait
New,1340,High,Chat,General Inquiry,Customer Service,Abdullah Al-Mansoori,16-04-2024 17.42,16-04-2024 19.42,16-04-2024 18.12,16-04-2024 18.02,Met,16-04-2024 19.26,Met,16-04-2024 19.29,4,Satisfied,Cloud,L3,UAE
Closed,1341,Critical,Chat,Network Issue,Development,Omar Al-Mansoori,02-04-2024 17.44,02-04-2024 18.44,02-04-2024 17.54,02-04-2024 17.54,Met,02-04-2024 18.36,Met,02-04-2024 18.40,2,Dissatisfied,Software,L2,Saudi Arabia
New,1342,High,Email,Hardware Failure,Development,Khalid Al-Farsi,14-06-2024 15.57,14-06-2024 17.57,14-06-2024 16.27,14-06-2024 16.26,Met,14-06-2024 17.48,Met,14-06-2024 17.50,2,Dissatisfied,Network,L3,Oman
New,1343,High,Chat,Access Request,Development,Hassan Al-Rashid,08-08-2024 12.42,08-08-2024 14.42,08-08-2024 13.12,08-08-2024 13.05,Met,08-08-2024 14.25,Met,08-08-2024 14.30,4,Satisfied,Software,L2,Oman
In Progress,1344,Low,Chat,Hardware Failure,Network Ops,Saif Al-Rashid,22-06-2024 8.13,22-06-2024 12.13,22-06-2024 9.13,22-06-2024 9.11,Met,22-06-2024 12.11,Met,22-06-2024 12.12,5,Satisfied,Software,L1,Oman
Closed,1345,Low,Chat,Access Request,Development,Abdullah Al-Rashid,02-05-2024 23.35,03-05-2024 3.35,03-05-2024 0.35,03-05-2024 0.33,Met,03-05-2024 3.29,Met,03-05-2024 3.30,2,Dissatisfied,Hardware,L2,Saudi Arabia
Closed,1346,Medium,Email,Hardware Failure,Development,Ali Al-Khalifa,14-06-2024 15.38,14-06-2024 18.38,14-06-2024 16.23,14-06-2024 16.23,Met,14-06-2024 18.22,Met,14-06-2024 18.27,5,Satisfied,Software,L1,Oman
Closed,1347,Critical,Chat,Hardware Failure,Customer Service,Abdullah Al-Farsi,27-07-2024 0.34,27-07-2024 1.34,27-07-2024 0.44,27-07-2024 0.44,Met,27-07-2024 1.27,Met,27-07-2024 1.32,2,Neutral,Cloud,L2,Saudi Arabia
Closed,1348,Medium,Email,Hardware Failure,Development,Omar Al-Mansoori,06-05-2024 15.24,06-05-2024 18.24,06-05-2024 16.09,06-05-2024 16.01,Met,06-05-2024 18.12,Met,06-05-2024 18.13,2,Neutral,Network,L1,Saudi Arabia
Open,1349,High,Portal,Access Request,Development,Abdullah Al-Rashid,24-07-2024 11.51,24-07-2024 13.51,24-07-2024 12.21,24-07-2024 12.14,Met,24-07-2024 13.35,Met,24-07-2024 13.38,3,Dissatisfied,Cloud,L2,Oman
Resolved,1350,High,Phone,Hardware Failure,IT Support,Abdullah Al-Rashid,10-06-2024 16.32,10-06-2024 18.32,10-06-2024 17.02,10-06-2024 16.59,Met,10-06-2024 18.31,Met,10-06-2024 18.34,3,Neutral,Hardware,L1,Saudi Arabia
